"EPX equity sector, x","EPX equity sector, y","WTI 2-yr swap, x","WTI 2-yr swap, y","HY energy spread ratio (rhs, inverted), x","HY energy spread ratio (rhs, inverted), y"
"4.0738162172","57.2616798896","6.5576934474","57.5107184378","",""
"4.0858929764","56.9376007249","6.5656207341","58.3391538895","",""
"4.0979633277","56.6675468133","6.5656591815","58.0150023704","",""
"4.1100358149","56.3794844841","6.565694425","57.7178634779","",""
"4.1221104381","56.0734137371","6.5655822867","58.6633054086","",""
"4.1341850614","55.7673429901","6.5777968158","57.1776833005","",""
"4.1662829542","55.8035527705","6.589872507","56.8626083446","",""
"4.1942997255","56.4160078001","6.5897998841","57.4748945473","",""
"4.2093198476","56.6502076735","6.6259767625","56.9528674963","",""
"4.2424220011","56.6774192746","6.662081018","57.0431266481","",""
"4.2424615165","56.3442635466","6.6981959534","57.0433437112","",""
"4.2544026417","57.1637189076","6.6982344008","56.7191921921","",""
"4.268710846","58.3253486763","6.7133111261","56.4761689957","",""
"4.2663544468","57.8931321799","6.7366903563","57.2812863592","",""
"4.2663886223","57.6049974963","6.7283109565","56.8814488375","",""
"4.2813030141","58.7306140472","6.7486620259","57.8432213466","",""
"4.266476197","56.8666523695","6.7343621519","56.6113587488","",""
"4.3144275952","58.5687372622","6.7727783785","57.5084094856","",""
"4.340945843","58.2825625999","6.7823744252","57.8002037363","",""
"4.3746736213","58.109884382","6.8004703403","57.4761607488","",""
"4.4107917606","58.0830888185","6.8184797487","57.8814586792","",""
"4.4108205961","57.8399751792","6.8425147209","58.2327675336","",""
"4.4227339538","58.8935399706","6.8665464892","58.6110890146","",""
"4.425794795","58.4613560337","6.8905814614","58.962397869","",""
"4.4466898952","59.9111602809","6.9146164336","59.3137067235","",""
"4.4828176464","59.8033268377","6.9410699616","59.5731871183","",""
"4.5213436616","59.7747449033","6.9627953123","59.0978951282","",""
"4.5550047977","60.1639293184","6.9628337597","58.7737436091","",""
"4.5886774681","60.4558682778","6.9627184175","59.7461981664","",""
"4.6151162579","60.8396067551","6.9627568649","59.4220466473","",""
"4.6415729898","61.0720745233","6.9749147909","58.4136476089","",""
"4.6573817111","59.7323423051","6.9749532383","58.0894960898","",""
"4.6574201585","59.408190786","6.9749916857","57.7653445707","",""
"4.6634820338","59.0480586086","6.9870534931","57.5673243301","",""
"4.6635204812","58.7239070895","7.013438243","58.4066757758","",""
"4.6633624196","60.0565300014","7.0050607656","57.9906306782","",""
"4.6695802204","58.3817833299","7.0350556206","58.8417093018","",""
"4.6726378576","57.9766120196","7.0470464071","59.2424689506","",""
"4.6756698633","57.7875417221","7.0831527985","59.3147196846","",""
"4.7596817297","59.9490583299","7.1192677339","59.3149367477","",""
"4.7537010212","59.6248706337","7.1577685447","59.4988541425","",""
"4.7477203127","59.3006829374","7.1817887788","59.9744210792","",""
"4.7477523522","59.0305566715","7.1913342031","60.6930148301","",""
"4.7716794581","60.2912906211","7.1793311348","60.3958035832","",""
"4.7836771865","60.6335229123","7.2032763963","61.5034659822","",""
"4.7956727789","60.9937636212","7.1973052997","61.0982404061","",""
"4.8076683713","61.3540043302","7.215255435","62.0032719285","",""
"4.8196660997","61.6962366214","7.2417099242","62.2546485354","",""
"4.8256489442","62.0024158999","7.2633686328","62.3412191783","",""
"4.8459936057","63.0182136622","7.2724454259","61.9360840452","",""
"4.8436359249","62.5968022165","7.2875114713","61.7831029375","",""
"4.8376520125","62.2996271468","7.3265986052","62.0984853994","",""
"4.858462742","64.4607638942","7.3572700278","62.3201734411","",""
"4.8554969514","64.0915732422","7.3897580907","62.4500294056","",""
"4.8555311269","63.8034385586","7.395815694","62.1259140636","",""
"4.8495461465","63.5152676978","7.4199222211","61.8739409242","",""
"4.8697857184","65.4170796122","7.4589751795","62.4774580698","",""
"4.8674284649","64.992066483","7.4479902556","62.0541939283","",""
"4.8674626403","64.7039317993","7.470967034","62.8692135097","",""
"4.894603309","64.2448799446","7.5040601096","62.9729608861","",""
"4.8856066147","63.9746994129","7.5401835888","62.9011442783","",""
"4.8914751849","65.2443290399","7.576307068","62.8293276705","",""
"4.9035604879","64.8482162042","7.6124380231","62.6944816007","",""
"4.9035903915","64.5960983561","7.6461485001","62.6676715663","",""
"4.9036971898","63.6956774697","7.6725767168","63.1405517113","",""
"4.9237012357","64.2000337567","7.696611689","63.4918605657","",""
"4.9157055981","63.9478676722","7.7206664189","63.6765915561","",""
"4.939628432","65.2446184574","7.7567813543","63.6768086192","",""
"4.9336541314","64.8664055079","7.7928856098","63.767067771","",""
"4.927667015","64.5962430648","7.8289941373","63.8213100872","",""
"4.9757326875","65.3348776091","7.8530344494","64.1275978974","",""
"5.0118604387","65.2270441658","7.8794700352","64.5383490011","",""
"5.0479924618","65.0831938871","7.9071363655","64.722201277","",""
"5.0720979209","64.8402249565","7.9101940027","64.3170299667","",""
"5.0881991985","64.4171236124","7.9252835438","63.965956264","",""
"5.1083014989","64.0930926839","7.9223156172","63.6147740297","",""
"5.1233840981","63.8005463388","7.9343987843","63.2366696118","",""
"5.1564462021","64.1654157723","7.9494669657","63.0656800864","",""
"5.1444591536","63.7331413925","7.9735008699","63.4259931496","",""
"5.1683948033","64.9218416712","8.0096158053","63.4262102127","",""
"5.1684332507","64.5976901521","8.0457307406","63.4264272758","",""
"5.1833625942","65.597247779","8.0848103986","63.8048391998","",""
"5.1803968036","65.228057127","8.0738158628","63.4626129382","",""
"5.1923144333","66.2456050829","8.0937942771","64.1830702379","",""
"5.1923560846","65.8944409373","8.1057941415","64.5072941113","",""
"5.2163510074","66.5834076241","8.1299028046","64.2373125542","",""
"5.2524344373","66.8492488487","8.1564242563","63.9241252653","",""
"5.288525877","67.0475585068","8.1871456606","63.7244163322","",""
"5.3270390764","67.1270270787","8.202215978","63.535418389","",""
"5.3487564173","66.7192666551","8.2383394572","63.4636017812","",""
"5.3487003481","67.1919876204","8.2744757522","63.283734667","",""
"5.3608427883","66.3141496106","8.3045928914","63.1038313756","",""
"5.3848761586","66.6789647783","8.3106504947","62.7797160337","",""
"5.4029047907","66.9221869492","8.3227357977","62.3836031981","",""
"5.4186122671","66.4360537312","8.3197689391","62.0234167549","",""
"5.4331030966","66.0579637841","8.3378552424","61.7804116472","",""
"5.4692372556","65.8961050877","8.3348777039","61.5102672927","",""
"5.5053799585","65.6622127203","8.373322766","62.1642043902","",""
"5.5415034378","65.5903961125","8.358919084","61.8075508939","",""
"5.5679450043","65.9507236467","8.3859059631","62.6451051156","",""
"5.5805291626","66.4235205841","8.3979026235","62.9963416156","",""
"5.5918921883","67.0421784697","8.4189696691","62.9964682358","",""
"5.5895306628","66.6531821759","8.4250272724","62.6723528939","",""
"5.601474992","67.4456249103","8.4310827397","62.3662459697","",""
"5.6160713383","66.1779191275","8.4551914028","62.0962644125","",""
"5.6016522773","65.9509262389","8.4913405136","61.8083467919","",""
"5.613568839","66.9774784038","8.5274938964","61.484412336","",""
"5.6136072864","66.6533268847","8.5425770296","61.1873638864","",""
"5.6257694843","65.6089110108","8.569672843","61.106488804","",""
"5.6258079317","65.2847594917","8.5757325822","60.7643650443","",""
"5.6258463791","64.9606079726","8.5878050695","60.476302715","",""
"5.6379231383","64.6365288079","8.6119030527","60.2963632465","",""
"5.6540126681","64.3124737613","8.6383155701","60.9016052618","",""
"5.6741085606","64.042468086","8.6359540447","60.512608968","",""
"5.7102598074","63.7365420477","8.6508641645","61.6742423544","",""
"5.7464089182","63.4486244272","8.6478962379","61.3230601201","",""
"5.7704983576","63.3407186296","8.6622255883","62.3064065532","",""
"5.7824848721","63.7774951138","8.6598608588","61.944422886","",""
"5.8065342621","64.0072471486","8.695921327","62.4038546012","",""
"5.839671659","63.7373198572","8.7320554861","62.2419959048","",""
"5.8547579962","63.413258781","8.7681768293","62.1881877147","",""
"5.8668347554","63.0891796163","8.7825676955","62.6528917173","",""
"5.8789115145","62.7651004516","8.7921445186","63.1067617275","",""
"5.9030842566","61.9548663626","8.8162692014","62.7017170374","",""
"5.9392312315","61.6849571598","8.8042533173","62.5125562969","",""
"5.9543143647","61.3879087102","8.8313747622","62.2155802017","",""
"5.9874485577","61.1449940454","8.8404472834","61.846461904","",""
"5.9995338607","60.7488812098","8.8525363244","61.4188343374","",""
"6.0116148918","60.3887852096","8.8646136176","61.0902530682","",""
"6.0236993405","59.999875741","8.8765793065","61.7026116253","",""
"6.0237300985","59.7405545258","8.8885770349","62.0448439165","",""
"6.0507281913","60.4835645543","8.8766177539","61.3784601062","",""
"6.0627264537","60.8212947411","8.9035950211","62.2970522077","",""
"6.0597873627","60.2269988675","8.9367196022","62.1351754226","",""
"6.0838191309","60.6053203485","8.972868713","61.8472578021","",""
"6.0935036067","60.1515661053","8.9999768082","61.6628343177","",""
"6.132045001","59.9933235632","9.0113391931","62.2868947286","",""
"6.1681343047","60.2096416391","9.0089751045","61.9195085361","",""
"6.1922087923","60.2277947655","9.0239268757","62.7299777768","",""
"6.2673553264","61.0116131515","9.0329064823","63.1442256503","",""
"6.258358632","60.7414326198","9.0449020747","63.5044663592","",""
"6.2786731764","62.011149072","9.059913653","63.8106999036","",""
"6.2763146413","61.5969409934","9.0870190782","63.6487869413","",""
"6.264304097","61.3627592086","9.0930606618","63.4597347324","",""
"6.2704450031","60.3363155753","9.102127843","63.1356374791","",""
"6.2906269038","62.7243547684","9.1196288912","62.7521630953","",""
"6.2882653784","62.3353584746","9.153364359","62.5146545735","",""
"6.3099984186","61.7952361806","9.1894857022","62.4608463834","",""
"6.3123420019","62.3355031833","9.2286038076","62.5151067883","",""
"6.3245020639","61.3090957272","9.2586723535","62.7448950003","",""
"6.3509389313","61.7090417804","9.3007792111","62.9747555666","",""
"6.3846615833","61.579583765","9.3308589708","63.1099995854","",""
"6.420814966","61.255649309","9.345945308","62.7859385093","",""
"6.4569683488","60.931714853","9.3700475632","62.5699822053","",""
"6.4720466761","60.6751853433","9.4061368669","62.7863002811","",""
"6.5050863525","61.229143163","9.4422304426","62.9666015215","",""
"6.4991120519","60.8509302135","9.4813282563","63.1919418948","",""
"6.4931217315","60.607780397","9.5084240696","63.1110668124","",""
"6.5194752963","61.7100547415","9.5144720611","62.8679893502","",""
"6.5434968119","62.1748166276","9.5265434804","62.5889312298","",""
"6.5651465494","62.337022625","9.5530747576","62.1929052194","",""
"6.5742233425","61.9318874919","9.5867927104","62.103065723","",""
"6.5923048398","61.7294013241","9.6149077362","61.8871335371","",""
"6.6229727381","61.980803255","9.6374185533","61.5559137124","",""
"6.6518172679","62.380763779","9.6681495694","61.2751668995","",""
"6.6854954917","62.6258808524","9.6862278628","61.0996933582","",""
"6.7216040192","62.6801231686","9.7072324314","61.6265661969","",""
"6.7456165637","63.2205204092","9.7223347883","61.1674419878","",""
"6.7576142921","63.5627527004","9.7312823553","61.8518161272","",""
"6.7456507392","62.9323857256","9.7373442306","61.4916839498","",""
"6.7696098846","63.9229934093","9.7464594711","60.7623972977","",""
"6.7815990691","64.3372593714","9.7434146497","61.0595181016","",""
"6.8056244294","64.7696061056","9.7585410362","60.397799193","",""
"6.8296594017","65.12091496","9.7886320097","60.4384990188","",""
"6.8536895679","65.5127427543","9.8007151768","60.0603946009","",""
"6.8777245401","65.8640516088","9.8158068539","59.6913124805","",""
"6.9041578832","66.2937115512","9.827892157","59.2951996448","",""
"6.940856792","66.4452029409","9.8399731881","58.9351036446","",""
"6.9643827632","66.0131420065","9.8520520832","58.5930160622","",""
"6.9739749653","66.337351409","9.8641352503","58.2149116443","",""
"6.9740646759","65.5809978645","9.8762162815","57.8548156441","",""
"6.998102852","65.9052940923","9.8883015845","57.4587028085","",""
"7.0124514261","66.7265647659","9.9003826157","57.0986068083","",""
"7.0040771526","66.2835070418","9.9124732586","56.6574729283","",""
"6.9981541152","65.4730920669","9.9365701739","56.4865376686","",""
"7.0461450289","66.8420212316","9.9756984251","56.4552580893","",""
"7.082277052","66.6981709529","10.0087413055","56.9822032823","",""
"7.118413347","66.5183038387","10.0027702089","56.5769777063","",""
"7.1574983449","66.8516947184","9.9967766846","56.3608405164","",""
"7.1505197837","66.4824799483","10.0351852216","57.322721557","",""
"7.1425177381","66.284339117","10.0688655814","57.5498302126","",""
"7.1688546423","67.5270791198","10.1049890607","57.4780136048","",""
"7.1544471156","67.2028407755","10.1411146758","57.3881885793","",""
"7.1808109329","68.2186747149","10.1712104553","57.3883694652","",""
"7.1663957167","67.9592666744","10.1893191862","56.9562759713","",""
"7.1927492814","69.0615410189","10.2013959454","56.6321968065","",""
"7.1843698817","68.6617034973","10.2074599566","56.2540562114","",""
"7.2022767636","69.9314054787","10.2195399197","55.9029644201","",""
"7.196305667","69.5261799026","10.2978284617","55.5702789955","",""
"7.2142574043","70.4177051117","10.3339626208","55.4084202991","",""
"7.2383596595","70.2017488077","10.3731036878","55.2690902134","",""
"7.2624763324","69.864235684","10.4085817845","55.5637412886","",""
"7.2865801896","69.6347730667","10.4062106472","55.2557828746","",""
"7.322688717","69.689015383","10.4302392115","55.6611169822","",""
"7.3588036524","69.6892324461","10.4363032227","55.2829763871","",""
"7.3829123155","69.4192508889","10.4393608599","54.8778050768","",""
"7.3828802759","69.6893771549","10.4514504349","54.4456754057","",""
"7.3950050944","68.9601085913","10.46653784","54.1126101207","",""
"7.3950510177","68.5729276101","10.4725879674","53.8515242409","",""
"7.4095465463","68.1552191441","10.5539202628","53.2307222213","",""
"7.4432144107","68.4876770434","10.5870363001","53.1408791071","",""
"7.4312193522","68.12293423","10.6231469635","53.1771130057","",""
"7.4696548025","68.8579092073","10.6592234514","53.5014815879","",""
"7.4973467643","68.8256604704","10.695310192","53.739409765","",""
"7.5004011976","68.4475017867","10.7254213504","53.6099300433","",""
"7.5275151667","68.2135551536","10.7314693419","53.3668525811","",""
"7.5636493257","68.0516964572","10.7435428971","53.069786043","",""
"7.6027845188","67.9618895202","10.767664376","52.6917539794","",""
"7.6388289673","68.5563843683","10.791781049","52.3542408558","",""
"7.6298418848","68.2051659569","10.8159057318","51.9491961656","",""
"7.6238579724","67.9079908872","10.8424313487","51.6008924622","",""
"7.6478171177","68.8985985709","10.868105391","51.665877122","",""
"7.6622152462","69.3020739533","10.9483864345","51.4502584717","",""
"7.671780535","69.8531894192","10.9695111512","50.9641578132","",""
"7.6958042934","70.2990424667","10.9845932164","50.6761135726","",""
"7.7198440715","70.6098323812","11.0086228487","51.0724434713","",""
"7.7559397832","70.7721252039","11.0326594229","51.4102460124","",""
"7.7920547185","70.772342267","11.056704007","51.6805169871","",""
"7.8281696539","70.7725593301","11.080748057","51.9552900662","",""
"7.8402464131","70.4484801654","11.0928333601","51.5591772305","",""
"7.8522334616","70.8807545452","11.0928718075","51.2350257114","",""
"7.8886025771","68.7379698987","11.1079533387","50.9514835752","",""
"7.8885662656","69.0441130001","11.1410346665","51.1542772491","",""
"7.9006772003","68.4318991517","11.1290187824","50.9651165086","",""
"7.9097582654","67.9907471832","11.1771698935","50.9834143438","",""
"7.9248392626","67.7117071513","11.2132848289","50.9836314069","",""
"7.92487771","67.3875556322","11.2464147499","50.7767335775","",""
"7.9393770833","66.9374320143","11.2855702347","50.5158466722","",""
"7.9633319567","67.9640565335","11.3247086318","50.3990271087","",""
"7.9549564017","67.53180386","11.3517980373","50.3721772794","",""
"7.9549948491","67.2076523409","11.3518364847","50.0480257603","",""
"7.972907071","68.4323332779","11.3578983599","49.6878935829","",""
"7.9970312199","68.0317906922","11.3549293653","49.3457155575","",""
"8.0211462908","67.7077838818","11.3670189403","48.9135858864","",""
"8.0452725756","67.2892328784","11.3821031415","48.607533228","",""
"8.0693844427","66.9922386946","11.3941841726","48.2474372278","",""
"8.0958251548","67.3597695959","11.4062630678","47.9053496454","",""
"8.1095142846","66.9744714581","11.4183462349","47.5272452274","",""
"8.1174864266","67.4247301376","11.427425164","47.1041016766","",""
"8.1295631858","67.1006509728","11.439514739","46.6719720055","",""
"8.1356207891","66.7765356309","11.4546000081","46.3569151383","",""
"8.1416805283","66.4344118713","11.475716181","45.9428481507","",""
"8.1537487437","66.1823663775","11.4908025181","45.6187870745","",""
"8.1778461929","66.0069290134","11.5028856852","45.2406826566","",""
"8.2018923789","66.2636936747","11.5270028922","44.8986674285","",""
"8.2379977024","66.3449486176","11.5654579933","45.4679649627","",""
"8.2741062299","66.3991909339","11.5570805159","45.0519198651","",""
"8.3042084172","66.3453465666","11.5510966035","44.7547447954","",""
"8.3102660205","66.0212312247","11.5991425182","45.6599572037","",""
"8.3223513236","65.6251183891","11.6134907719","46.48392914","",""
"8.319384465","65.2649319459","11.6111301008","46.0877294791","",""
"8.3314644282","64.9138401546","11.6253676045","47.8454378746","",""
"8.3585634455","64.8059524456","11.6169869232","47.4564054036","",""
"8.3825631742","65.4544001925","11.6170253706","47.1322538845","",""
"8.3826048256","65.1032360468","11.6110318463","46.9161166946","",""
"8.3969495549","65.9569218723","11.6378328962","49.3204032585","",""
"8.3826496809","64.7250592745","11.6348649696","48.9692210243","",""
"8.4216700658","65.6032047904","11.6288842611","48.645033328","",""
"8.4186236424","65.9138319076","11.6289227085","48.3208818089","",""
"8.4548026568","65.3737964389","11.6491558725","50.2767189765","",""
"8.4909560395","65.0498619829","11.6407751912","49.8876865056","",""
"8.5174838992","64.6826494409","11.6347880748","49.6175240625","",""
"8.5512244933","64.4019207166","11.6586820731","51.1573884869","",""
"8.5873565163","64.2580704378","11.6587279964","50.7702075058","",""
"8.6114753253","63.9025488965","11.6730722985","51.6274950148","",""
"8.625976087","63.440719807","11.6856577383","52.0894869016","",""
"8.6566622478","63.5381497663","11.6976527968","52.454229715","",""
"8.6927803871","63.5113542029","11.7096430493","52.8594914682","",""
"8.7319358719","63.2504672975","11.7216397097","53.2107279683","",""
"8.7500168352","63.052483234","11.7336299622","53.6159897215","",""
"8.7800570795","63.5208829809","11.7456298266","53.940213595","",""
"8.7920633518","63.7910816012","11.7576200791","54.3454753482","",""
"8.8161805588","63.4490663731","11.7696167396","54.6967118483","",""
"8.8403105815","62.9990006386","11.7787479998","53.8323620631","",""
"8.8644320604","62.6209685751","11.7787864472","53.508210544","",""
"8.864457692","62.4048675623","11.7788248946","53.1840590249","",""
"8.9005363159","62.7112277268","11.775860172","52.8058641641","",""
"8.936666203","62.5853858658","11.7787095524","54.1565135822","",""
"8.96678975","62.3514573213","11.7909443732","52.4998115056","",""
"9.0510387088","62.5140395614","11.7909828206","52.1756599865","",""
"9.069060933","62.8112869854","11.791021268","51.8515084674","",""
"9.0871536442","62.5142566245","11.7910597154","51.5273569484","",""
"9.1052559672","62.1361883838","11.7910960269","51.221213847","",""
"9.1293758441","61.7716626335","11.8031796212","50.8395077455","",""
"9.1654987893","61.7043481301","11.8301318975","51.9687983344","",""
"9.2016137246","61.7045651932","11.827161835","51.6356245178","",""
"9.2377040964","61.9118790602","11.8231917837","51.2754320451","",""
"9.2713744171","62.2236272791","11.8632212352","52.1040604418","",""
"9.2858562755","61.9211726865","11.887342714","51.7260283783","",""
"9.3099734824","61.5791574585","11.8994194732","51.4019492136","",""
"9.3220481057","61.2730867114","11.9355237287","51.4922083653","",""
"9.3461695846","60.8950546479","11.9716301202","51.5644590993","",""
"9.3702766457","60.638579404","12.0077343757","51.6547182511","",""
"9.4063718233","60.8053743311","12.0378280192","51.6729075547","",""
"9.445472841","61.0037020778","","","",""
"9.4785290711","61.41809466","","","",""
"9.4665334787","61.0578539511","","","",""
"9.4905374793","61.6702848626","","","",""
"9.5146482784","61.3822948877","","","",""
"9.5387633494","61.0582880773","","","",""
"9.5628816243","60.7072686404","","","",""
"9.5870031032","60.3292365768","","","",""
"9.6111245821","59.9512045133","","","",""
"9.6352524688","59.5191471966","","","",""
"9.6533547918","59.1410789558","","","",""
"9.6714539109","58.7900233417","","","",""
"9.6955540301","58.5920754554","","","",""
"9.7195975461","58.8713506389","","","",""
"9.731693529","58.3851957147","","","",""
"9.7413863351","57.8612086423","","","",""
"9.7436965974","58.6824069615","","","",""
"9.7582989243","57.3642776091","","","",""
"9.7896087876","57.2780253254","","","",""
"9.816125113","57.0080582391","","","",""
"9.8402353781","56.7245703686","","","",""
"9.8643472451","56.4275761848","","","",""
"9.8884575101","56.1440883143","","","",""
"9.9125725811","55.820081504","","","",""
"9.9275948392","56.0362729597","","","",""
"9.9509529234","57.0196736586","","","",""
"9.9546778368","56.0634483836","","","",""
"9.9751846182","55.7124072403","","","",""
"9.9872857274","55.1830321135","","","",""
"10.0113085246","55.636988949","","","",""
"10.0089431544","55.2804078071","","","",""
"10.0269237273","55.9288193768","","","",""
"10.0450340601","55.4832195696","","","",""
"10.0811644812","55.3528756042","","","",""
"10.1172730087","55.4071179205","","","",""
"10.1533772642","55.4973770722","","","",""
"10.1653675167","55.9026388255","","","",""
"10.1733364548","56.3799101315","","","",""
"10.1894345284","55.983821414","","","",""
"10.2015134236","55.6417338315","","","",""
"10.2136008626","55.2276125781","","","",""
"10.2076105423","54.9844627616","","","",""
"10.2317192054","54.7144812045","","","",""
"10.2921446527","52.7429212351","","","",""
"10.3162789474","52.2568386652","","","",""
"10.3404132421","51.7707560953","","","",""
"10.3585091571","51.4467131078","","","",""
"10.3766082762","51.0956574936","","","",""
"10.4910875804","50.1238903028","","","",""
"10.4911313677","49.7547177394","","","",""
"10.5032294865","49.2505543974","","","",""
"10.5153276054","48.7463910554","","","",""
"10.5153596449","48.4762647895","","","",""
"10.5454746481","48.3143699158","","","",""
"10.5515215716","48.0802966626","","","",""
"10.5756329046","47.7878045832","","","",""
"10.6021533952","47.4827210824","","","",""
"10.6261826002","47.8826526646","","","",""
"10.6357459667","48.4499757066","","","",""
"10.6278475156","47.3784266155","","","",""
"10.6501310658","48.963302437","","","",""
"10.6627232339","49.368567808","","","",""
"10.6478195219","48.1529091684","","","",""
"10.674098755","49.8818764499","","","",""
"10.6598001626","48.6392088014","","","",""
"10.7017804642","49.9360681181","","","",""
"10.7078337956","49.6479696116","","","",""
"10.7295531656","49.2231011911","","","",""
"10.7410491553","48.7207350732","","","",""
"10.7561408324","48.3516529527","","","",""
"10.7682133196","48.0635906235","","","",""
"10.7923305266","47.7215753954","","","",""
"10.8164584133","47.2895180786","","","",""
"10.840591106","46.816941822","","","",""
"10.873723697","46.5875334705","","","",""
"10.8918228161","46.2364778564","","","",""
"10.8828261217","45.9662973247","","","",""
"10.9009284447","45.5882290839","","","",""
"10.9272890581","46.63107565","","","",""
"10.9249335134","46.1916557866","","","",""
"10.9249676889","45.9035211029","","","",""
"10.9210189973","45.363244453","","","",""
"10.9368223075","47.4523173819","","","",""
"10.9368607549","47.1281658628","","","",""
"10.9488264438","47.7405244199","","","",""
"10.9585707267","46.7825344803","","","",""
"10.9669437185","47.236397255","","","",""
"10.9760573571","46.5206169161","","","",""
"10.9970619256","47.0474897548","","","",""
"10.9971099849","46.6423003559","","","",""
"11.0210648583","47.6689248752","","","",""
"11.0150841499","47.3447371789","","","",""
"11.0330647227","47.9931487486","","","",""
"11.048074165","48.3173907107","","","",""
"11.0450261397","48.6415241412","","","",""
"11.1322045776","49.4794401347","","","",""
"11.1232110872","49.1822469764","","","",""
"11.1172303787","48.8580592801","","","",""
"11.1411873881","49.8666753816","","","",""
"11.1592939831","49.4525903054","","","",""
"11.1653579943","49.0744497103","","","",""
"11.1623900677","48.723267476","","","",""
"11.1774774728","48.390202191","","","",""
"11.2136223117","48.1383014059","","","",""
"11.2497479269","48.0484763804","","","",""
"11.2858671342","48.0126766081","","","",""
"11.3243764889","48.1245603319","","","",""
"11.3520543533","48.2111671521","","","",""
"11.3520928007","47.887015633","","","",""
"11.3521312482","47.5628641139","","","",""
"11.3581845795","47.2747656074","","","",""
"11.3582112791","47.0496603858","","","",""
"11.3702869703","46.73458543","","","",""
"11.3673201117","46.3743989868","","","",""
"11.3794032788","45.9962945689","","","",""
"11.3884640522","45.7262225688","","","",""
"11.3945216555","45.4021072269","","","",""
"11.4066026866","45.0420112267","","","",""
"11.4549823463","43.133408365","","","",""
"11.4670676493","42.7372955294","","","",""
"11.4791465445","42.3952079469","","","",""
"11.4912233037","42.0711287822","","","",""
"11.5033021989","41.7290411997","","","",""
"11.515378958","41.404962035","","","",""
"11.5274557172","41.0808828703","","","",""
"11.5395324764","40.7568037055","","","",""
"11.5516092356","40.4327245408","","","",""
"11.5636838589","40.1266537938","","","",""
"11.5757413943","39.9646503886","","","",""
"11.587722035","40.4509500216","","","",""
"11.5997197634","40.7931823128","","","",""
"11.6146629907","41.6756852244","","","",""
"11.6056662964","41.4055046928","","","",""
"11.6057047438","41.0813531737","","","",""
"11.6259596947","42.8535044805","","","",""
"11.6115508864","42.5400711868","","","",""
"11.6384672785","43.9719031935","","","",""
"11.6294737881","43.6747100352","","","",""
"11.6295122355","43.3505585161","","","",""
"11.6498222943","44.6580926455","","","",""
"11.6354160492","44.3230492505","","","",""
"11.6617721771","45.4037134938","","","",""
"11.6594029621","45.0795475038","","","",""
"11.6743515294","45.9170293711","","","",""
"11.7074152354","46.2683924913","","","",""
"11.7434799755","46.691807371","","","",""
"11.7735362396","47.0251439849","","","",""
"11.7675683469","46.5929057823","","","",""
"11.8219425988","44.8914359017","","","",""
"11.8550319365","45.0266980091","","","",""
"11.8821309538","44.9188103001","","","",""
"11.8881821492","44.6487202114","","","",""
"11.9122737245","44.522805996","","","",""
"11.9483715721","44.6670904009","","","",""
"11.9844715557","44.7933663881","","","",""
"12.0205715393","44.9196423753","","","",""
"12.044641755","44.9738123372","","","",""
